12772 0.01
-10.5995e-3 -145.527e-3 74.2819e-3
40.6737e-3 -143.676e-3 76.3566e-3
39.3076e-3 -106.54e-3 25.993e-3
35.7878e-3 -107.748e-3 42.9693e-3
38.6717e-3 -147.094e-3 75.3721e-3
32.9882e-3 -161.108e-3 73.2206e-3
36.5177e-3 -150.439e-3 74.4192e-3
-12.7143e-3 -109.171e-3 25.5752e-3
-18.5189e-3 -107.107e-3 27.9493e-3
-19.6677e-3 -106.595e-3 22.2314e-3
-32.7871e-3 -153.484e-3 117.461e-3
55.8789e-3 -110.64e-3 289.182e-3
79.4888e-3 -112.07e-3 253.503e-3
-21.3838e-3 -119.129e-3 80.0917e-3
-35.2144e-3 -146.591e-3 106.888e-3
30.1585e-3 -172.906e-3 186.957e-3
-0.724677e-3 -171.82e-3 185.925e-3
28.6748e-3 -173.163e-3 189.088e-3
-12.1151e-3 -160.829e-3 75.2148e-3
-11.7735e-3 -112.685e-3 66.5307e-3
34.2254e-3 -110.696e-3 299.594e-3
48.2682e-3 -113.283e-3 293.313e-3
67.8574e-3 -135.533e-3 114.002e-3
66.3326e-3 -139.184e-3 114.919e-3
-30.3232e-3 -157.079e-3 119.383e-3
-35.3358e-3 -150.2e-3 118.264e-3
-35.8042e-3 -154.024e-3 129.504e-3
-30.7726e-3 -157.749e-3 123.417e-3
58.0512e-3 -154.719e-3 118.18e-3
69.7929e-3 -148.212e-3 143.982e-3
21.5923e-3 -111.939e-3 301.674e-3
-5.9276e-3 -166.13e-3 73.3084e-3
-10.5064e-3 -157.299e-3 73.9931e-3
-20.5231e-3 -106.361e-3 24.4275e-3
-41.0663e-3 -112.708e-3 281.207e-3
-46.7197e-3 -110.719e-3 275e-3
-44.0881e-3 -111.668e-3 278.11e-3
-41.1864e-3 -138.734e-3 115.011e-3
-15.738e-3 -151.379e-3 75.8739e-3
53.1465e-3 -154.581e-3 96.36e-3
36.4979e-3 -108.054e-3 49.8278e-3
8.4198e-3 -113.924e-3 37.3293e-3
31.4862e-3 -110.546e-3 42.447e-3
33.6835e-3 -109.672e-3 45.8506e-3
-22.4319e-3 -110.6e-3 295.017e-3
-51.1979e-3 -112.96e-3 267.06e-3
-52.1366e-3 -116.63e-3 263.686e-3
-55.8753e-3 -115.938e-3 252.091e-3
0.781185e-3 -114.667e-3 48.7711e-3
41.7629e-3 -131.326e-3 77.4401e-3
29.1986e-3 -160.148e-3 72.0396e-3
-49.0442e-3 -113.835e-3 270.554e-3
-15.0437e-3 -111.459e-3 298.077e-3
36.4021e-3 -109.866e-3 59.9901e-3
33.9255e-3 -111.057e-3 54.4458e-3
-2.46142e-3 -115.161e-3 56.7253e-3
33.366e-3 -112.82e-3 59.5474e-3
39.7762e-3 -120.711e-3 75.1179e-3
48.3303e-3 -158.19e-3 88.5926e-3
50.6221e-3 -156.059e-3 91.3262e-3
34.2094e-3 -153.695e-3 73.5171e-3
-4.88045e-3 -115.156e-3 60.6387e-3
40.7013e-3 -109.518e-3 70.9691e-3
30.2036e-3 -117.738e-3 299.219e-3
-16.1366e-3 -125.789e-3 77.0979e-3
-32.4531e-3 -149.354e-3 102.136e-3
-16.636e-3 -107.853e-3 24.4307e-3
7.01944e-3 -112.557e-3 302.193e-3
-7.68527e-3 -115.156e-3 64.4647e-3
40.105e-3 -113.997e-3 73.4973e-3
27.5036e-3 -111.123e-3 34.2656e-3
-17.5277e-3 -119.785e-3 76.8771e-3
31.1731e-3 -172.926e-3 187.729e-3
52.7157e-3 -113.678e-3 290.682e-3
-29.479e-3 -150.637e-3 93.848e-3
-2.68935e-3 -171.286e-3 186.156e-3
0.564448e-3 -176.861e-3 75.3749e-3
-16.6625e-3 -107.726e-3 22.2562e-3
-3.02026e-3 -168.944e-3 72.839e-3
-7.26318e-3 -162.243e-3 73.2322e-3
58.8076e-3 -111.952e-3 286.732e-3
-39.0324e-3 -142.128e-3 112.91e-3
65.1244e-3 -111.994e-3 281.136e-3
-18.782e-3 -116.372e-3 295.52e-3
72.8442e-3 -114.074e-3 270.846e-3
41.4642e-3 -114.247e-3 296.18e-3
21.8707e-3 -176.999e-3 73.8901e-3
25.2373e-3 -171.004e-3 72.0267e-3
21.403e-3 -173.471e-3 71.9711e-3
61.9305e-3 -112.85e-3 283.965e-3
78.0933e-3 -116.807e-3 255.662e-3
40.3168e-3 -135.064e-3 76.5766e-3
-11.6788e-3 -153.343e-3 74.2783e-3
33.3154e-3 -110.722e-3 49.8224e-3
38.743e-3 -124.648e-3 75.1874e-3
-7.15976e-3 -143.238e-3 73.6492e-3
3.38971e-3 -116.481e-3 51.3147e-3
-1.60437e-3 -172.224e-3 196.435e-3
28.7678e-3 -173.235e-3 194.67e-3
-3.07413e-3 -170.575e-3 190.055e-3
30.1063e-3 -173.302e-3 185.508e-3
31.8353e-3 -157.155e-3 72.761e-3
-14.644e-3 -122.396e-3 75.3879e-3
-9.26253e-3 -118.331e-3 68.7524e-3
-2.7605e-3 -163.956e-3 72.0256e-3
3.18555e-3 -174.562e-3 72.9043e-3
-37.292e-3 -146.229e-3 115.666e-3
-34.9111e-3 -149.564e-3 114.304e-3
-19.2559e-3 -122.98e-3 78.86e-3
29.5064e-3 -112.716e-3 46.1355e-3
26.526e-3 -112.239e-3 38.1025e-3
-24.8619e-3 -156.257e-3 90.0062e-3
24.5386e-3 -178.766e-3 76.306e-3
18.1241e-3 -176.097e-3 72.7515e-3
20.4489e-3 -168.386e-3 70.736e-3
23.5106e-3 -165.813e-3 70.9754e-3
26.7965e-3 -163.557e-3 71.5129e-3
62.2833e-3 -146.195e-3 112.894e-3
64.7819e-3 -139.743e-3 108.1e-3
67.4583e-3 -113.748e-3 278.21e-3
-12.0697e-3 -126.798e-3 74.8526e-3
-7.23803e-3 -124.767e-3 71.351e-3
-13.333e-3 -130.427e-3 76.014e-3
-27.6614e-3 -112.866e-3 291.847e-3
-31.4128e-3 -111.753e-3 289.711e-3
-0.054886e-3 -171.749e-3 72.6406e-3
-6.11617e-3 -173.805e-3 77.9337e-3
-5.51555e-3 -158.665e-3 72.4625e-3
-3.16276e-3 -124.516e-3 69.0156e-3
-6.45863e-3 -121.521e-3 69.006e-3
36.7342e-3 -115.029e-3 69.8169e-3
-7.23494e-3 -155.078e-3 72.9215e-3
-45.5092e-3 -115.169e-3 275.291e-3
-1.77646e-3 -172.071e-3 184.075e-3
-6.48567e-3 -147.502e-3 73.178e-3
38.6918e-3 -138.733e-3 75.7628e-3
30.5996e-3 -113.746e-3 54.0447e-3
34.871e-3 -112.956e-3 64.1107e-3
38.1598e-3 -111.568e-3 68.2867e-3
38.3343e-3 -117.63e-3 72.8013e-3
-1.47432e-3 -117.244e-3 60.3304e-3
2.12057e-3 -119.634e-3 61.1395e-3
-5.7989e-3 -118.672e-3 66.1923e-3
46.4456e-3 -118.955e-3 292.941e-3
34.6983e-3 -119.424e-3 297.318e-3
36.5422e-3 -115.111e-3 298.146e-3
-19.2057e-3 -161.562e-3 84.512e-3
-0.950712e-3 -115.182e-3 301.055e-3
7.50856e-3 -116.607e-3 301.417e-3
-11.3448e-3 -114.982e-3 298.695e-3
-15.07e-3 -118.05e-3 296.719e-3
25.9115e-3 -113.745e-3 42.7479e-3
23.8697e-3 -120.308e-3 299.75e-3
31.8069e-3 -122.75e-3 297.288e-3
19.2334e-3 -115.353e-3 301.265e-3
-10.9492e-3 -141.052e-3 74.7418e-3
7.12626e-3 -115.188e-3 42.0556e-3
-37.8582e-3 -113.771e-3 284.098e-3
10.5041e-3 -113.472e-3 33.4759e-3
32.6914e-3 -148.945e-3 73.3017e-3
16.0772e-3 -113.03e-3 29.5391e-3
-8.78785e-3 -110.217e-3 25.6425e-3
17.9878e-3 -120.307e-3 300.185e-3
13.3937e-3 -117.963e-3 301.051e-3
-15.6487e-3 -166.392e-3 84.724e-3
-4.84298e-3 -111.015e-3 25.5403e-3
0.97818e-3 -121.863e-3 64.8359e-3
-2.68698e-3 -121.352e-3 66.3892e-3
5.58631e-3 -120.082e-3 300.59e-3
-18.6357e-3 -163.883e-3 87.8935e-3
-3.89845e-3 -152.857e-3 72.2982e-3
69.5565e-3 -115.423e-3 275.175e-3
74.4102e-3 -115.96e-3 267.125e-3
65.3574e-3 -117.173e-3 279.621e-3
36.8431e-3 -142.197e-3 74.9231e-3
0.189062e-3 -166.747e-3 71.5943e-3
4.53528e-3 -177.872e-3 74.7771e-3
8.39809e-3 -175.758e-3 72.5956e-3
6.20632e-3 -172.327e-3 71.4751e-3
-7.21996e-3 -174.876e-3 81.6882e-3
-10.086e-3 -172.059e-3 82.4134e-3
-0.862072e-3 -160.307e-3 71.5377e-3
-3.72145e-3 -128.064e-3 70.9448e-3
78.2211e-3 -131.631e-3 152.12e-3
25.2841e-3 -158.303e-3 71.3003e-3
27.9028e-3 -155.288e-3 71.9147e-3
22.7896e-3 -112.844e-3 33.916e-3
1.78233e-3 -117.309e-3 56.3911e-3
37.516e-3 -128.499e-3 75.0979e-3
35.1389e-3 -122.82e-3 72.1482e-3
33.9186e-3 -119.841e-3 69.6388e-3
-53.2632e-3 -119.859e-3 259.224e-3
-2.18303e-3 -156.447e-3 71.8393e-3
-0.915557e-3 -111.374e-3 22.2336e-3
-24.2984e-3 -158.378e-3 93.4865e-3
-10.3251e-3 -135.92e-3 74.9001e-3
-7.57853e-3 -138.798e-3 74.0043e-3
-23.4844e-3 -117.02e-3 293.145e-3
34.8478e-3 -145.617e-3 74.0838e-3
21.2495e-3 -114.238e-3 37.7035e-3
42.2933e-3 -123.071e-3 293.666e-3
32.8235e-3 -172.117e-3 192.985e-3
-0.882058e-3 -171.879e-3 194.458e-3
-4.77387e-3 -171.63e-3 182.933e-3
57.1057e-3 -117.883e-3 286.686e-3
-44.235e-3 -119.649e-3 275.74e-3
-44.2505e-3 -123.658e-3 274.6e-3
-47.1321e-3 -118.574e-3 272.025e-3
-42.2281e-3 -116.332e-3 278.983e-3
-49.3886e-3 -117.687e-3 268.656e-3
26.7187e-3 -115.072e-3 48.8371e-3
10.032e-3 -116.909e-3 44.6758e-3
22.4393e-3 -117.27e-3 49.3935e-3
34.5207e-3 -135.979e-3 74.3609e-3
36.119e-3 -132.302e-3 74.7904e-3
3.15372e-3 -169.551e-3 71.3811e-3
-0.881721e-3 -111.66e-3 25.624e-3
-4.37416e-3 -177.788e-3 81.7997e-3
2.09666e-3 -163.093e-3 71.0896e-3
-4.31887e-3 -171.477e-3 184.587e-3
-13.2175e-3 -169.626e-3 85.3955e-3
2.60463e-3 -158.033e-3 71.2421e-3
21.8581e-3 -112.273e-3 29.226e-3
40.0274e-3 -169.971e-3 89.7082e-3
16.3819e-3 -114.269e-3 34.5494e-3
30.1546e-3 -115.062e-3 57.8812e-3
-3.67076e-3 -141.258e-3 73.0574e-3
80.0288e-3 -119.518e-3 244.061e-3
14.5928e-3 -173.891e-3 71.6033e-3
17.2894e-3 -170.954e-3 70.8681e-3
16.6262e-3 -166.895e-3 70.4072e-3
19.6466e-3 -164.139e-3 70.5135e-3
22.5462e-3 -161.319e-3 70.8335e-3
20.5078e-3 -180.046e-3 76.3036e-3
29.683e-3 -178.6e-3 82.0779e-3
29.665e-3 -179.294e-3 86.0173e-3
32.0899e-3 -175.726e-3 80.5538e-3
32.4082e-3 -176.728e-3 84.447e-3
35.807e-3 -174.003e-3 91.4271e-3
32.065e-3 -177.21e-3 90.4441e-3
23.0805e-3 -182.732e-3 83.5008e-3
13.4833e-3 -169.579e-3 70.5195e-3
12.8124e-3 -165.568e-3 70.3519e-3
7.08678e-3 -112.386e-3 25.7708e-3
5.00989e-3 -165.92e-3 70.7946e-3
57.676e-3 -153.851e-3 114.144e-3
5.0644e-3 -111.852e-3 22.2477e-3
3.06573e-3 -111.981e-3 23.2918e-3
7.8925e-3 -168.785e-3 70.6706e-3
-5.32731e-3 -178.242e-3 87.4483e-3
-6.23556e-3 -121.31e-3 298.708e-3
-2.01891e-3 -121.566e-3 299.475e-3
32.5956e-3 -117.316e-3 66.2806e-3
8.6288e-3 -122.928e-3 62.5959e-3
24.635e-3 -120.814e-3 62.7518e-3
4.74678e-3 -123.145e-3 64.3031e-3
10.2561e-3 -172.498e-3 71.1699e-3
-2.52729e-3 -180.128e-3 84.5973e-3
5.6319e-3 -161.109e-3 70.8203e-3
-10.682e-3 -172.825e-3 86.4267e-3
-21.9484e-3 -161.743e-3 94.6165e-3
-3.15263e-3 -145.306e-3 72.7981e-3
12.2933e-3 -176.851e-3 73.0525e-3
78.0354e-3 -120.742e-3 252.65e-3
52.3196e-3 -118.209e-3 289.864e-3
78.5594e-3 -124.93e-3 246.581e-3
-33.0137e-3 -119.342e-3 286.884e-3
-36.2479e-3 -118.318e-3 284.419e-3
-31.5659e-3 -115.75e-3 288.77e-3
-27.9265e-3 -116.828e-3 290.826e-3
8.78902e-3 -164.295e-3 70.5308e-3
-0.295993e-3 -181.925e-3 88.4347e-3
16.5103e-3 -179.188e-3 74.9353e-3
17.5874e-3 -184.858e-3 89.0023e-3
11.4538e-3 -115.939e-3 40.8948e-3
15.4745e-3 -162.53e-3 70.4834e-3
10.4954e-3 -184.734e-3 84.7038e-3
12.5383e-3 -114.802e-3 37.1378e-3
-39.6232e-3 -139.744e-3 109.698e-3
-39.502e-3 -142.787e-3 116.958e-3
-39.4032e-3 -151.78e-3 134.792e-3
-41.9231e-3 -148.464e-3 135.91e-3
-36.8243e-3 -145.564e-3 111.608e-3
-37.5122e-3 -143.223e-3 108.319e-3
27.752e-3 -173.501e-3 194.936e-3
29.7819e-3 -173.184e-3 195.147e-3
27.969e-3 -173.814e-3 195.909e-3
32.0811e-3 -172.377e-3 192.225e-3
-51.0716e-3 -120.939e-3 264.06e-3
0.108098e-3 -152.592e-3 71.864e-3
61.9541e-3 -117.017e-3 282.989e-3
-4.51209e-3 -178.797e-3 91.5119e-3
33.8178e-3 -133.314e-3 293.381e-3
50.7006e-3 -123.555e-3 289.315e-3
-7.7877e-3 -176.171e-3 91.4783e-3
7.30756e-3 -157.338e-3 71.0216e-3
20.7175e-3 -115.539e-3 41.537e-3
30.3755e-3 -152.171e-3 72.5771e-3
16.625e-3 -115.578e-3 38.8607e-3
34.4368e-3 -175.306e-3 87.6548e-3
10.4817e-3 -160.62e-3 70.6548e-3
-24.6478e-3 -158.982e-3 97.4814e-3
-4.98147e-3 -135.774e-3 73.2531e-3
-4.32496e-3 -131.804e-3 72.3788e-3
2.19261e-3 -123.185e-3 299.53e-3
-54.6888e-3 -124.148e-3 248.943e-3
-54.4539e-3 -121.534e-3 253.384e-3
75.8836e-3 -119.749e-3 261.214e-3
-40.2622e-3 -121.033e-3 279.971e-3
23.1961e-3 -115.896e-3 45.5756e-3
30.9476e-3 -143.493e-3 73.1525e-3
48.8748e-3 -159.525e-3 92.455e-3
26.9072e-3 -116.49e-3 54.9758e-3
33.5596e-3 -139.949e-3 74.0049e-3
-9.06816e-3 -132.068e-3 74.2754e-3
-8.09777e-3 -128.25e-3 73.1541e-3
7.80729e-3 -128.834e-3 67.9616e-3
0.760798e-3 -125.147e-3 67.6683e-3
31.2303e-3 -115.896e-3 62.3993e-3
33.889e-3 -126.653e-3 72.7205e-3
27.7132e-3 -117.869e-3 60.8325e-3
10.0791e-3 -120.537e-3 57.3613e-3
28.5763e-3 -119.552e-3 64.362e-3
29.8255e-3 -121.857e-3 67.5796e-3
6.45187e-3 -118.576e-3 54.2734e-3
79.2374e-3 -125.705e-3 242.637e-3
-1.45821e-3 -148.906e-3 72.3036e-3
12.5762e-3 -122.725e-3 61.5311e-3
5.91669e-3 -120.443e-3 59.8081e-3
-49.1162e-3 -121.773e-3 267.597e-3
28.927e-3 -179.85e-3 89.9704e-3
20.5948e-3 -184.1e-3 91.6644e-3
32.1572e-3 -172.915e-3 186.647e-3
14.4571e-3 -122.214e-3 299.98e-3
28.6854e-3 -125.849e-3 297.213e-3
55.7006e-3 -123.153e-3 286.17e-3
24.1127e-3 -153.601e-3 71.5011e-3
26.5914e-3 -150.379e-3 71.999e-3
42.5903e-3 -166.659e-3 88.2581e-3
28.856e-3 -146.991e-3 72.5424e-3
30.8991e-3 -134.195e-3 72.9479e-3
9.48352e-3 -118.509e-3 50.6402e-3
22.2638e-3 -118.382e-3 53.2596e-3
22.8678e-3 -119.148e-3 57.188e-3
0.215226e-3 -132.616e-3 71.0585e-3
32.4924e-3 -130.496e-3 73.0064e-3
-36.7196e-3 -123.914e-3 282.722e-3
-31.3297e-3 -123.88e-3 286.956e-3
-28.1547e-3 -120.795e-3 289.768e-3
16.2339e-3 -116.998e-3 43.2519e-3
4.79665e-3 -126.267e-3 66.9805e-3
22.2053e-3 -126.24e-3 67.0827e-3
8.89771e-3 -125.653e-3 65.5534e-3
12.681e-3 -128.494e-3 67.145e-3
26.8805e-3 -125.828e-3 68.6146e-3
17.4134e-3 -125.513e-3 65.2989e-3
-32.3797e-3 -152.85e-3 113.468e-3
-29.7662e-3 -156.164e-3 113.483e-3
-41.5286e-3 -150.993e-3 139.035e-3
-34.4357e-3 -148.888e-3 110.25e-3
-44.393e-3 -145.178e-3 137.679e-3
4.26071e-3 -127.581e-3 298.457e-3
69.7411e-3 -119.392e-3 273.607e-3
72.4295e-3 -119.212e-3 269.503e-3
-16.5518e-3 -167.646e-3 92.8974e-3
21.5404e-3 -156.648e-3 71.0656e-3
39.4759e-3 -127.044e-3 293.601e-3
18.7939e-3 -159.642e-3 70.758e-3
-18.6762e-3 -165.705e-3 95.7363e-3
0.131721e-3 -142.732e-3 72.4679e-3
-21.4746e-3 -162.993e-3 98.4375e-3
-0.809368e-3 -181.241e-3 92.5454e-3
10.5699e-3 -185.129e-3 91.8231e-3
15.131e-3 -185.08e-3 92.988e-3
15.1504e-3 -157.901e-3 70.8046e-3
-10.7436e-3 -121.309e-3 297.492e-3
21.2236e-3 -123.482e-3 64.2141e-3
25.6328e-3 -123.083e-3 65.9832e-3
13.042e-3 -125.316e-3 64.7282e-3
31.3151e-3 -124.53e-3 70.3155e-3
20.4944e-3 -121.358e-3 60.835e-3
28.9675e-3 -128.513e-3 70.7717e-3
29.1747e-3 -137.939e-3 72.7854e-3
17.3626e-3 -118.1e-3 47.5011e-3
31.6255e-3 -129.751e-3 295.645e-3
-46.8917e-3 -122.658e-3 271.018e-3
13.3646e-3 -118.511e-3 48.2734e-3
-10.8785e-3 -173.346e-3 90.5733e-3
4.44909e-3 -154.48e-3 71.3881e-3
-13.6745e-3 -170.301e-3 89.3977e-3
10.6359e-3 -125.175e-3 299.427e-3
67.1431e-3 -122.723e-3 275.757e-3
64.7347e-3 -121.8e-3 278.836e-3
27.3657e-3 -180.556e-3 93.888e-3
17.8784e-3 -154.816e-3 71.0839e-3
11.5801e-3 -155.869e-3 71.0103e-3
82.1784e-3 -130.692e-3 209.855e-3
16.7465e-3 -122.984e-3 62.219e-3
38.4432e-3 -171.574e-3 93.4783e-3
22.8777e-3 -148.329e-3 71.7629e-3
25.1446e-3 -144.965e-3 72.1279e-3
-5.2215e-3 -177.667e-3 95.3223e-3
8.66336e-3 -153.146e-3 71.3223e-3
14.3355e-3 -152.94e-3 71.2008e-3
74.246e-3 -122.964e-3 263.76e-3
-3.58387e-3 -170.432e-3 189.015e-3
-21.7322e-3 -122.603e-3 292.71e-3
-16.3044e-3 -124.235e-3 294.717e-3
-31.9182e-3 -152.175e-3 109.385e-3
-0.086748e-3 -136.573e-3 72.0787e-3
2.03184e-3 -146.94e-3 72.0842e-3
-18.6857e-3 -166.105e-3 99.888e-3
2.71848e-3 -139.486e-3 71.9087e-3
27.3633e-3 -132.205e-3 71.3523e-3
27.2644e-3 -141.563e-3 72.4723e-3
25.7859e-3 -135.943e-3 71.6502e-3
12.1424e-3 -119.932e-3 53.9648e-3
15.7504e-3 -119.618e-3 52.1542e-3
23.4019e-3 -129.524e-3 69.2984e-3
0.566215e-3 -130.581e-3 297.104e-3
60.8759e-3 -122.124e-3 282.472e-3
76.3058e-3 -124.8e-3 256.084e-3
59.4137e-3 -127.267e-3 281.841e-3
49.8834e-3 -128.578e-3 287.978e-3
45.6933e-3 -129.363e-3 290.017e-3
55.286e-3 -157.723e-3 116.824e-3
-27.7229e-3 -159.085e-3 115.381e-3
54.9141e-3 -156.861e-3 112.799e-3
4.91501e-3 -150.46e-3 71.6816e-3
-10.6753e-3 -173.573e-3 94.7155e-3
11.2699e-3 -149.974e-3 71.4717e-3
-8.61275e-3 -174.931e-3 97.924e-3
-12.7623e-3 -171.614e-3 97.6163e-3
7.11777e-3 -146.918e-3 71.7273e-3
79.0618e-3 -129.202e-3 240.54e-3
10.1187e-3 -184.777e-3 95.9245e-3
30.6509e-3 -178.132e-3 94.3284e-3
33.9079e-3 -175.565e-3 94.7917e-3
20.457e-3 -151.62e-3 71.4072e-3
-25.7342e-3 -124.807e-3 290.075e-3
21.5572e-3 -142.838e-3 71.6318e-3
16.9097e-3 -149.709e-3 71.4211e-3
19.3063e-3 -146.272e-3 71.5658e-3
23.6595e-3 -139.378e-3 71.6569e-3
0.506355e-3 -128.721e-3 69.6848e-3
18.8e-3 -120.232e-3 56.3058e-3
4.87269e-3 -132.304e-3 69.9001e-3
14.2387e-3 -131.832e-3 68.8642e-3
18.2526e-3 -128.619e-3 67.6942e-3
9.54302e-3 -132.241e-3 69.2002e-3
-53.1988e-3 -126.309e-3 254.195e-3
-51.7024e-3 -124.003e-3 260.92e-3
23.4047e-3 -131.919e-3 296.581e-3
14.4679e-3 -121.049e-3 57.4423e-3
31.5641e-3 -173.531e-3 183.777e-3
80.1203e-3 -135.503e-3 161.945e-3
-7.04228e-3 -126.829e-3 296.976e-3
-2.9996e-3 -128.144e-3 297.381e-3
80.7176e-3 -133.86e-3 220.226e-3
36.4863e-3 -173.504e-3 97.1901e-3
12.5162e-3 -145.988e-3 71.4454e-3
16.4052e-3 -143.455e-3 71.2873e-3
-37.0547e-3 -142.568e-3 104.268e-3
-34.0497e-3 -127.067e-3 284.083e-3
-30.2711e-3 -128.209e-3 286.44e-3
22.9833e-3 -133.357e-3 70.4276e-3
20.5412e-3 -136.914e-3 70.8068e-3
4.91385e-3 -136.172e-3 70.9341e-3
9.9245e-3 -136.151e-3 70.2541e-3
6.75808e-3 -140.23e-3 71.3996e-3
9.30075e-3 -143.377e-3 71.473e-3
4.38422e-3 -143.622e-3 71.9577e-3
-15.644e-3 -169.006e-3 100.843e-3
-11.6653e-3 -172.462e-3 101.447e-3
11.4381e-3 -139.873e-3 70.8734e-3
13.9031e-3 -135.814e-3 69.9959e-3
61.3923e-3 -145.304e-3 106.241e-3
-54.3107e-3 -127.617e-3 245.831e-3
-11.8913e-3 -127.729e-3 295.355e-3
-7.40736e-3 -133.201e-3 294.748e-3
-22.0144e-3 -128.957e-3 290.823e-3
19.2333e-3 -132.198e-3 69.4988e-3
9.03656e-3 -140.305e-3 294.062e-3
6.08044e-3 -135.769e-3 295.803e-3
13.415e-3 -129.713e-3 298.107e-3
7.65776e-3 -132.274e-3 297.22e-3
-0.404224e-3 -134.217e-3 295.654e-3
16.3429e-3 -134.253e-3 296.471e-3
13.7832e-3 -141.38e-3 293.59e-3
13.6953e-3 -137.524e-3 295.33e-3
12.0952e-3 -144.817e-3 291.858e-3
8.02982e-3 -143.893e-3 292.237e-3
15.7133e-3 -126.331e-3 298.985e-3
11.7112e-3 -133.212e-3 297.015e-3
10.6708e-3 -148.286e-3 289.847e-3
29.1076e-3 -137.385e-3 293.137e-3
19.7257e-3 -138.857e-3 294.421e-3
3.50861e-3 -139.013e-3 294.225e-3
18.7659e-3 -130.911e-3 297.446e-3
70.6143e-3 -125.391e-3 269.763e-3
80.2151e-3 -140.835e-3 170.277e-3
81.2562e-3 -136.801e-3 168.021e-3
79.4291e-3 -139.1e-3 163.691e-3
81.7635e-3 -137.556e-3 171.985e-3
68.4869e-3 -128.223e-3 271.662e-3
65.9782e-3 -127.246e-3 275.311e-3
79.9001e-3 -129.656e-3 235.882e-3
20.8008e-3 -135.235e-3 295.768e-3
37.6018e-3 -140.474e-3 289.016e-3
42.4999e-3 -134.952e-3 289.326e-3
15.6617e-3 -139.479e-3 70.8147e-3
41.6324e-3 -169.417e-3 101.981e-3
-39.4812e-3 -125.321e-3 279.698e-3
74.6487e-3 -131.097e-3 256.614e-3
72.4764e-3 -129.064e-3 263.998e-3
56.3907e-3 -129.933e-3 283.109e-3
63.5207e-3 -130.359e-3 276.661e-3
82.9787e-3 -133.154e-3 197.796e-3
-53.1603e-3 -136.205e-3 164.031e-3
-4.56983e-3 -170.538e-3 190.363e-3
-5.56115e-3 -170.607e-3 191.261e-3
20.9594e-3 -127.497e-3 298.253e-3
27.6983e-3 -132.825e-3 295.514e-3
-36.4131e-3 -158.908e-3 187.405e-3
77.7387e-3 -132.754e-3 243.748e-3
81.088e-3 -133.198e-3 215.435e-3
81.8013e-3 -134.447e-3 206.82e-3
57.3998e-3 -153.143e-3 110.186e-3
52.1634e-3 -159.947e-3 112.287e-3
-27.3559e-3 -160.407e-3 119.229e-3
54.7042e-3 -156.248e-3 108.732e-3
52.51e-3 -160.773e-3 116.356e-3
-33.7747e-3 -158.016e-3 132.456e-3
-26.0004e-3 -159.892e-3 110.445e-3
60.1616e-3 -150.283e-3 113.652e-3
59.8775e-3 -148.692e-3 107.842e-3
77.2063e-3 -128.477e-3 249.713e-3
50.4471e-3 -134.322e-3 285.133e-3
47.7075e-3 -140.46e-3 283.95e-3
83.2054e-3 -134.055e-3 174.724e-3
-49.2105e-3 -125.676e-3 265.629e-3
-26.4366e-3 -129.602e-3 288.297e-3
-46.7593e-3 -126.695e-3 269.735e-3
-34.5599e-3 -144.703e-3 98.8636e-3
-4.03814e-3 -171.727e-3 196.694e-3
-35.2732e-3 -159.76e-3 189.695e-3
35.314e-3 -173.116e-3 182.888e-3
77.9043e-3 -140.052e-3 159.512e-3
-32.7846e-3 -149.94e-3 106.154e-3
-44.116e-3 -147.777e-3 140.898e-3
-35.9849e-3 -159.447e-3 185.319e-3
-35.0194e-3 -160.203e-3 186.132e-3
-35.1617e-3 -160.156e-3 187.205e-3
77.7421e-3 -128.51e-3 148.641e-3
-17.6152e-3 -130.308e-3 292.4e-3
-54.5912e-3 -128.878e-3 242.017e-3
-18.6015e-3 -137.636e-3 289.238e-3
-53.3178e-3 -129.233e-3 249.775e-3
-53.0385e-3 -137.771e-3 167.776e-3
-53.7823e-3 -132.785e-3 160.609e-3
-44.4105e-3 -127.581e-3 272.97e-3
58.8683e-3 -134.778e-3 278.971e-3
-36.0833e-3 -157.376e-3 136.746e-3
78.4362e-3 -135.27e-3 156.007e-3
83.3141e-3 -133.545e-3 191.465e-3
83.3947e-3 -134.858e-3 182.861e-3
81.957e-3 -138.496e-3 175.918e-3
-24.9515e-3 -161.918e-3 113.776e-3
-39.3481e-3 -129.488e-3 278.537e-3
80.1636e-3 -142.459e-3 174.471e-3
82.1717e-3 -138.781e-3 179.92e-3
-34.6233e-3 -130.962e-3 282.381e-3
-48.8261e-3 -130.172e-3 263.823e-3
-50.7535e-3 -128.799e-3 260.085e-3
-51.6236e-3 -130.348e-3 255.833e-3
-23.0142e-3 -136.13e-3 287.756e-3
80.7897e-3 -132.901e-3 224.268e-3
80.6795e-3 -131.881e-3 228.225e-3
80.8592e-3 -128.751e-3 231.127e-3
78.7665e-3 -139.858e-3 224.409e-3
79.2065e-3 -137.781e-3 227.917e-3
79.3487e-3 -138.604e-3 220.08e-3
76.6752e-3 -136.789e-3 151.761e-3
57.6725e-3 -150.663e-3 103.947e-3
55.9405e-3 -153.902e-3 105.656e-3
-4.39024e-3 -170.972e-3 191.502e-3
77.9733e-3 -137.647e-3 238.269e-3
29.1533e-3 -173.829e-3 196.834e-3
-1.59824e-3 -137.783e-3 294.037e-3
